"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"759",28,25,25,21,27,25,24,30,23,23,24,23,22,24,20,24,23,23,23,26,24,26,24,21,28,27,26,24,19,26,26,24,22,23,25
"760",25,19,27,26,25,32,23,23,23,23,30,23,30,23,29,26,25,20,26,26,29,21,22,25,24,24,27,27,22,25,26,25,26,26,27
"761",18,21,37,27,23,25,23,26,20,26,21,25,24,32,26,27,25,22,27,24,24,27,23,28,24,23,24,23,27,25,27,25,26,25,26
"762",26,31,22,16,24,26,28,25,25,20,27,19,25,30,23,27,20,21,27,24,28,24,21,25,23,23,26,24,25,23,24,24,25,23,23
"763",26,31,25,17,25,28,27,29,22,25,23,25,25,22,23,32,26,25,27,26,25,28,23,24,24,26,22,22,24,29,24,22,27,24,25
"764",20,31,24,22,25,26,22,28,29,23,23,27,22,26,20,24,31,24,23,27,23,24,26,26,22,23,28,26,24,30,24,26,23,27,23
"765",27,26,19,33,21,17,27,23,23,33,30,24,23,27,22,24,23,22,23,27,21,27,26,25,25,28,24,24,24,20,25,25,23,23,26
"766",32,22,26,27,24,20,25,20,21,28,25,23,19,27,26,27,23,24,22,24,26,23,24,23,23,28,25,26,23,24,23,23,23,25,25
"767",26,24,26,23,24,29,26,21,22,27,24,20,23,21,26,29,21,20,29,25,28,25,24,28,22,22,22,24,24,29,26,24,25,24,26
"768",27,25,27,18,14,16,24,24,23,21,25,33,29,26,26,24,26,28,31,24,27,28,21,23,26,28,23,24,23,28,23,26,24,23,25
"769",33,28,16,21,20,26,20,16,27,24,23,27,27,28,20,26,23,26,23,24,24,26,24,23,24,25,24,23,23,24,22,23,25,26,25
"770",24,26,22,32,32,20,23,25,27,21,23,29,29,22,22,22,27,24,25,23,25,25,23,25,25,28,27,21,23,21,25,25,24,24,24
"771",36,27,32,29,28,26,27,22,26,18,28,20,27,18,24,27,27,24,22,26,27,23,30,23,28,26,23,28,25,25,26,23,24,24,25
"772",23,30,21,25,27,23,27,23,21,17,27,25,24,25,24,29,18,25,21,27,25,25,21,23,25,25,26,24,26,23,23,27,25,24,25
"773",36,16,29,25,28,23,20,25,26,18,28,26,25,24,29,25,24,20,30,28,24,24,25,28,23,25,24,27,21,24,24,25,24,27,24
"774",23,24,21,30,30,25,26,30,26,24,30,28,23,26,23,28,29,27,31,27,26,30,23,27,23,24,26,25,27,22,27,21,27,25,26
"775",35,22,26,13,26,28,26,28,22,24,25,25,24,26,25,25,26,26,25,26,28,24,24,21,28,29,21,24,22,22,29,24,24,22,25
"776",25,30,31,27,23,27,26,24,22,23,24,24,28,21,26,29,23,26,25,26,23,25,27,25,28,21,25,29,26,25,25,22,28,28,24
"777",19,28,23,32,24,28,25,23,28,23,24,26,23,24,22,27,23,24,30,25,23,27,25,25,28,24,26,26,24,24,25,27,27,24,25
"778",25,22,24,22,24,27,26,29,23,21,27,21,29,22,21,22,17,21,27,28,26,27,28,21,23,22,25,26,25,21,25,24,26,25,26
"779",19,22,20,27,28,24,29,24,21,27,24,27,23,24,21,26,23,25,22,20,26,27,22,25,23,26,26,26,24,23,25,26,24,24,25
"780",17,30,27,26,24,17,20,18,32,30,22,26,23,22,25,25,22,22,29,20,23,24,28,22,28,24,22,26,22,23,27,23,24,25,26
"781",15,22,18,22,24,24,16,17,32,34,20,28,18,29,32,23,27,25,20,27,23,20,25,21,25,23,31,23,23,27,24,24,25,23,24
"782",30,31,22,18,17,30,22,30,22,20,23,28,25,23,24,26,26,23,23,26,25,26,25,26,24,25,24,22,27,24,24,27,23,24,24
"783",27,28,27,28,24,27,18,27,28,25,19,27,28,23,26,25,24,24,23,21,23,28,22,22,28,28,22,26,24,27,27,23,22,23,24
"784",22,31,33,20,31,26,24,28,25,24,19,24,21,28,32,23,17,16,22,22,23,26,20,26,27,25,24,27,25,26,22,22,24,26,24
"785",20,20,25,19,22,22,28,21,22,24,25,23,18,28,29,25,25,22,27,27,20,26,28,30,24,23,23,22,20,27,24,23,25,24,27
"786",31,24,31,22,22,22,21,22,25,30,27,26,19,25,26,25,23,27,29,26,26,30,24,23,27,24,28,24,24,24,25,26,26,27,26
"787",16,24,26,17,22,23,20,23,26,22,26,23,27,19,20,24,24,19,31,25,21,27,25,24,24,23,26,24,25,26,25,27,23,25,21
"788",17,28,25,30,26,30,24,21,20,19,24,21,26,22,26,27,23,26,25,24,25,23,20,27,25,24,25,25,26,28,25,26,24,23,26
"789",25,24,21,32,25,23,23,27,29,35,28,29,25,26,18,30,28,21,22,23,22,23,22,28,27,25,34,19,27,25,24,25,25,26,27
"790",19,25,27,19,28,30,31,23,25,21,23,28,32,26,23,20,20,22,23,25,22,24,24,24,26,28,21,24,27,27,28,25,23,25,25
"791",25,26,31,24,26,28,24,26,19,23,28,23,28,31,24,27,27,27,26,28,27,25,22,26,26,24,20,23,27,27,25,23,23,27,26
"792",35,22,24,23,21,28,25,24,25,22,26,29,21,24,28,27,23,19,24,29,22,27,24,27,23,24,21,21,25,26,27,26,26,23,22
"793",31,27,28,17,27,26,22,22,24,28,26,22,27,26,30,25,25,21,26,25,23,27,25,24,24,24,25,27,20,26,23,20,23,25,25
"794",27,30,27,28,23,22,20,22,21,24,28,23,24,19,27,21,30,21,21,25,25,29,25,23,25,25,21,24,26,25,20,26,22,21,23
"795",25,17,22,30,23,33,34,18,28,23,24,16,25,23,25,21,28,19,21,25,23,24,25,25,24,23,25,23,26,21,25,24,24,23,25
"796",24,22,17,25,30,25,31,29,23,27,27,24,26,22,20,24,23,22,22,25,26,25,25,24,21,28,26,25,25,24,26,25,25,24,25
"797",26,30,27,22,28,22,28,27,29,26,23,23,26,25,25,24,21,29,23,23,22,25,20,25,26,26,23,24,22,24,25,24,24,26,26
"798",36,25,28,24,22,23,17,25,31,19,28,22,24,20,24,26,27,24,25,26,22,25,27,21,30,23,23,25,25,29,25,25,26,25,27
"799",27,27,23,16,28,23,33,24,23,32,25,27,22,26,27,22,26,23,27,27,24,28,19,23,26,22,21,27,23,25,23,21,22,28,25
"800",25,31,30,30,21,25,26,19,26,25,25,26,24,23,18,23,29,23,21,28,20,26,26,24,22,26,27,23,24,21,24,24,25,24,24
"801",20,22,25,23,23,28,27,23,17,24,27,23,25,24,27,26,25,23,23,22,22,29,22,26,19,23,21,25,22,20,26,24,23,24,25
"802",30,22,24,22,19,33,23,26,24,28,24,28,28,27,24,27,21,28,25,23,25,24,28,27,27,24,25,22,23,24,25,22,24,27,23
"803",28,20,29,21,28,20,25,21,22,31,25,27,32,29,28,25,23,23,25,23,23,24,24,27,23,26,26,23,25,24,29,21,24,25,25
"804",23,20,22,23,28,26,33,27,22,26,30,26,26,20,34,23,26,21,21,20,22,22,23,24,26,25,26,22,24,25,27,25,23,25,22
"805",23,24,14,22,22,29,20,24,19,23,26,26,30,23,29,22,20,25,23,25,21,22,25,30,26,22,24,25,26,26,27,26,23,24,24
"806",25,28,26,21,31,21,29,28,18,34,21,27,32,36,20,26,23,25,29,23,23,30,28,27,21,26,27,26,24,21,25,27,22,25,24
"807",21,22,26,21,18,22,23,22,24,22,26,28,26,20,29,21,24,25,28,23,27,20,27,24,23,23,28,28,23,30,23,24,23,22,28
"808",23,22,17,22,21,18,25,27,31,23,27,29,33,27,27,28,19,26,26,21,28,28,22,28,22,25,25,23,26,24,23,25,27,24,28
"809",25,26,20,25,24,29,25,32,27,27,28,27,21,26,25,27,24,25,29,24,25,23,20,23,24,22,27,25,25,25,27,24,25,25,24
"810",24,21,29,29,28,23,26,32,24,25,27,16,28,27,23,24,24,28,24,23,20,26,22,26,26,26,29,27,25,22,22,23,25,26,23
"811",24,33,30,24,23,22,26,23,28,29,24,26,29,32,25,27,22,20,22,24,20,26,24,22,20,26,26,24,22,21,24,25,22,27,26
"812",23,27,32,22,21,27,23,24,22,22,23,30,31,22,29,23,26,20,31,22,24,22,27,28,26,25,24,25,27,22,23,23,25,28,25
"813",17,17,26,20,21,28,29,25,22,30,23,25,27,25,29,22,25,25,27,24,25,24,21,26,30,25,23,25,26,22,22,22,25,24,23
"814",28,26,22,28,26,23,28,22,25,21,28,20,22,25,30,24,25,27,25,26,20,24,28,26,24,23,23,21,25,25,24,25,24,25,26
"815",32,25,18,29,24,28,22,40,32,17,21,25,25,30,26,26,28,21,26,23,26,27,25,24,24,23,25,27,20,24,24,27,24,25,24
"816",26,24,25,27,23,22,29,20,26,23,35,27,22,27,20,27,22,24,25,27,26,28,21,25,24,25,26,27,25,25,23,22,24,25,25
"817",26,28,21,27,27,22,21,26,25,20,28,24,27,27,25,21,26,23,23,23,33,28,30,22,26,25,24,22,23,24,25,26,26,25,27
"818",30,25,31,17,29,22,33,22,23,20,18,27,28,27,26,21,26,21,24,26,25,23,26,30,28,29,26,27,24,23,24,26,24,25,26
"819",18,31,27,22,19,26,20,21,23,30,28,23,28,22,26,25,27,24,28,24,24,25,28,26,29,25,23,22,26,21,27,25,23,25,24
"820",25,21,30,17,25,25,24,23,32,23,25,22,26,31,25,26,26,23,25,25,28,23,26,24,23,23,26,28,25,26,27,24,23,26,24
"821",20,23,21,21,25,28,23,28,19,34,22,30,24,21,20,21,26,27,30,22,22,22,25,27,28,26,29,27,25,22,24,24,24,25,26
"822",26,27,25,32,23,19,29,19,28,27,26,21,26,24,28,27,26,25,28,26,25,23,25,20,27,28,25,24,27,21,23,27,22,25,22
"823",24,33,30,26,23,26,26,20,25,22,24,28,24,27,28,22,20,28,27,19,22,23,25,27,25,25,24,24,21,24,23,23,27,20,24
"824",32,22,18,20,19,26,23,29,26,23,24,30,31,26,30,26,24,21,26,24,25,24,24,24,22,24,24,27,27,25,25,26,22,22,25
"825",16,22,22,18,32,19,26,27,22,26,29,23,12,29,28,24,22,24,23,24,21,23,25,29,28,26,25,27,27,22,24,25,26,26,24
"826",20,30,18,22,26,33,21,22,32,27,21,25,28,29,22,27,27,27,32,26,21,23,28,28,25,28,21,26,25,25,25,25,26,24,23
"827",35,20,29,22,30,28,28,24,23,22,22,19,25,25,25,24,23,24,25,25,25,24,25,23,24,20,29,28,23,27,24,24,24,23,24
"828",26,16,23,28,34,24,15,21,27,19,26,22,21,24,23,28,25,22,27,23,22,23,24,24,18,22,25,24,26,21,23,22,23,24,25
"829",20,27,20,29,18,30,29,27,26,27,30,26,32,27,24,27,23,20,23,25,25,25,22,23,23,27,25,28,27,27,23,22,26,27,26
"830",30,21,25,20,30,30,21,22,24,17,23,28,23,21,25,26,24,25,23,25,26,25,27,24,26,27,22,24,21,28,24,23,22,26,22
"831",21,29,24,35,22,27,25,19,25,32,22,23,20,23,29,28,21,24,22,25,24,26,20,23,29,25,21,21,27,28,27,26,26,24,25
"832",20,32,23,30,21,34,21,25,33,21,32,31,24,30,26,27,25,29,30,24,26,25,23,24,22,23,28,27,23,22,27,27,25,25,26
"833",30,25,30,25,24,30,33,21,26,27,22,22,24,25,24,27,30,29,23,29,29,25,27,21,25,21,23,26,26,22,23,25,24,25,26
"834",25,23,29,26,28,25,30,27,22,22,20,26,26,21,26,22,21,23,31,24,20,26,28,23,28,24,24,26,22,26,23,29,23,23,26
"835",21,20,26,17,31,26,18,25,19,31,25,27,19,20,25,29,30,19,29,25,23,28,28,29,23,27,24,25,25,26,26,24,24,25,24
"836",24,28,31,26,32,23,26,24,22,24,26,32,32,21,21,26,25,27,19,27,20,25,22,27,24,23,24,24,27,23,25,24,28,23,26
"837",26,27,19,26,24,25,25,27,34,26,25,28,24,25,28,22,23,28,24,26,23,25,23,22,23,26,26,27,24,24,24,25,24,25,27
"838",35,24,26,23,19,20,25,25,21,27,23,26,29,29,27,21,22,23,24,23,25,24,20,21,26,25,25,24,26,24,26,23,24,25,27
"839",22,20,24,24,24,28,33,28,25,23,16,27,24,28,25,28,25,25,29,24,27,25,23,25,28,23,23,23,27,29,23,26,25,28,24
"840",19,30,17,20,27,23,21,28,25,21,26,29,22,38,31,29,22,28,27,31,25,26,26,26,28,21,24,22,25,25,24,23,27,25,24
"841",26,20,19,31,23,20,23,26,30,24,25,28,24,21,33,27,26,28,28,26,25,25,24,23,27,26,25,22,22,26,24,27,25,25,27
"842",28,25,24,21,23,24,24,21,33,25,28,27,25,27,33,26,27,24,27,25,22,21,25,21,25,21,20,25,19,25,27,25,23,26,22
"843",19,26,23,29,29,27,25,28,29,18,23,19,30,22,30,24,28,22,27,27,24,28,24,24,27,22,24,22,25,27,23,24,24,22,26
"844",30,19,25,25,23,21,27,29,28,32,25,17,23,26,28,25,18,22,26,22,26,25,22,28,24,21,30,24,23,24,26,22,24,22,26
"845",24,24,31,32,27,22,21,29,24,23,26,24,23,27,19,24,23,25,23,25,26,29,26,26,24,26,22,20,26,26,27,24,24,25,23
"846",21,25,16,24,28,29,28,23,30,24,17,29,19,22,26,25,25,24,26,29,24,26,26,29,28,25,28,24,25,21,25,23,25,22,22
"847",27,21,20,36,22,27,23,25,27,29,25,27,29,27,24,24,25,23,24,27,23,28,28,23,23,22,25,28,24,26,24,25,31,26,23
"848",24,24,19,30,36,27,26,25,30,20,24,23,22,24,30,23,27,27,24,26,23,25,24,24,22,19,27,23,23,23,29,26,25,27,27
"849",22,22,29,26,27,27,23,22,25,24,26,25,23,30,22,27,28,27,27,23,29,22,25,27,21,23,21,27,28,27,22,21,22,24,28
"850",22,27,24,25,26,23,15,25,24,23,18,33,24,22,26,27,22,21,23,24,23,24,27,24,27,25,24,29,28,26,28,26,24,25,23
"851",18,26,29,31,20,19,27,30,28,23,20,26,30,27,20,22,23,27,28,28,24,29,25,27,24,22,26,17,22,23,28,24,27,25,22
"852",36,24,28,16,23,22,23,25,25,21,26,22,23,31,20,24,19,21,24,22,21,23,22,23,24,24,28,26,24,23,27,24,26,27,21
"853",19,26,22,30,27,26,25,14,33,23,25,28,31,21,26,26,23,25,25,28,25,21,24,26,24,24,23,24,22,26,23,28,23,23,26
"854",20,26,24,21,14,29,25,20,28,29,30,25,28,22,23,25,21,23,25,26,24,23,27,25,28,24,24,26,24,22,23,26,20,24,26
"855",24,23,30,24,27,26,26,24,23,28,27,19,24,21,24,30,22,26,26,26,29,26,21,24,24,26,25,23,21,27,27,24,25,24,23
"856",25,24,23,23,24,20,24,27,18,20,26,21,22,27,27,23,24,22,26,29,24,23,21,27,26,26,23,24,27,21,26,24,24,23,24
"857",30,29,32,26,22,20,20,27,21,20,26,20,21,31,27,32,26,21,24,27,24,21,25,19,23,23,28,25,26,22,27,27,25,28,23
"858",30,25,22,16,25,28,28,21,28,24,19,25,30,25,18,23,24,28,24,19,24,28,31,28,27,25,23,23,27,24,25,26,24,25,25
"859",30,27,27,23,23,23,31,27,35,18,24,25,27,35,24,22,27,26,29,25,27,26,23,24,25,21,23,25,25,22,24,22,27,25,25
"860",26,24,23,25,21,32,23,27,24,27,25,26,26,25,26,25,32,22,26,26,24,26,24,22,26,23,25,22,28,22,26,22,26,23,26
"861",22,23,37,29,28,22,21,23,21,26,31,32,32,23,25,28,26,23,18,25,22,24,25,22,26,26,23,24,27,21,23,24,25,24,24
"862",26,24,28,22,25,24,19,25,22,26,26,26,24,23,30,24,24,24,24,21,23,27,22,24,25,24,24,26,29,27,24,23,23,26,25
"863",25,17,23,27,26,24,32,24,21,22,23,30,21,26,22,23,20,22,24,23,22,23,24,26,30,28,24,24,28,27,23,26,26,25,23
"864",21,25,27,23,26,23,16,20,19,19,24,23,27,25,22,30,25,26,25,25,25,27,26,25,21,24,27,29,26,25,25,25,25,22,23
"865",20,27,33,19,22,17,29,21,25,22,22,21,23,25,22,23,26,26,24,21,26,24,20,28,24,26,24,22,24,28,25,26,25,24,27
"866",24,23,17,22,27,22,24,20,26,23,28,25,25,23,19,24,22,20,28,20,30,22,24,24,23,29,26,28,26,21,22,29,25,25,25
"867",17,30,26,24,17,20,28,31,28,29,22,22,21,21,25,26,23,25,25,23,24,30,25,26,25,22,21,21,22,23,25,24,20,23,23
"868",25,19,26,24,21,37,24,21,21,24,21,23,27,25,29,29,25,22,25,30,25,28,28,28,22,24,21,28,25,25,25,26,21,23,24
"869",20,18,21,30,27,27,26,21,25,19,20,24,26,24,31,23,34,28,24,22,28,25,23,24,26,24,27,22,22,21,26,28,24,25,27
"870",24,25,18,18,18,28,20,33,33,23,23,22,29,33,21,26,22,26,27,22,30,23,23,25,28,25,25,24,26,23,20,23,26,23,26
"871",20,26,26,33,28,21,30,27,24,21,33,25,19,21,22,35,23,31,24,25,22,26,22,28,25,24,21,23,24,26,24,23,25,26,22
"872",19,21,33,36,20,23,27,24,20,33,23,25,26,28,29,28,23,26,24,20,28,22,23,23,20,26,27,23,25,28,24,28,25,25,25
"873",30,26,24,26,24,29,29,23,28,23,25,24,28,30,30,27,22,19,29,24,25,24,28,23,26,25,26,25,23,27,26,24,25,26,26
"874",29,13,32,23,24,22,35,27,31,24,22,23,29,25,22,28,27,18,26,23,24,24,30,29,26,24,23,28,25,27,26,24,24,27,26
"875",24,21,24,22,20,26,29,24,24,22,22,28,27,22,26,22,26,21,31,25,27,21,30,25,23,25,25,23,22,26,26,23,24,29,24
"876",27,25,31,25,27,28,23,26,24,21,21,26,26,28,27,25,22,24,27,30,29,22,28,29,25,29,27,23,24,20,25,22,23,27,21
"877",22,30,26,15,20,28,25,30,26,20,23,28,27,27,31,27,21,23,19,25,18,27,27,24,24,27,26,27,26,26,25,27,24,24,26
"878",26,27,21,35,23,26,28,19,28,26,18,29,27,25,23,20,25,21,23,28,25,26,23,24,25,26,25,26,24,27,25,25,23,28,24
"879",25,23,27,28,21,30,23,32,25,31,27,18,24,24,28,27,19,27,25,24,25,25,25,25,25,27,21,23,23,25,24,27,24,24,26
"880",29,27,26,24,28,18,22,29,24,26,25,26,28,23,25,25,22,20,24,23,20,26,22,25,23,25,28,24,25,25,24,26,23,26,26
"881",31,23,22,30,21,27,28,25,23,26,23,33,25,24,22,26,22,23,22,24,22,27,23,25,21,25,25,26,26,22,25,24,26,23,24
"882",33,28,28,27,29,30,23,28,27,21,23,25,22,27,24,26,22,26,25,25,29,23,25,24,24,27,23,27,23,26,23,24,27,21,28
"883",26,36,29,29,24,26,28,21,32,24,20,26,28,20,21,29,26,22,23,25,24,22,25,26,19,25,25,28,26,26,24,26,25,27,27
"884",25,32,22,26,27,21,27,22,18,28,26,20,26,18,21,23,29,19,24,26,23,26,24,23,23,22,27,28,23,26,25,24,22,25,23
"885",16,30,27,31,25,22,24,20,23,24,31,25,30,30,35,25,23,27,25,25,24,23,26,25,22,24,26,27,25,23,25,25,25,24,23
"886",26,19,22,23,20,26,19,23,23,25,23,25,23,22,24,24,26,27,27,23,29,24,25,20,23,25,23,26,23,24,26,26,24,23,25
"887",23,26,21,22,17,21,23,24,26,26,23,24,30,31,27,24,26,24,21,22,29,28,19,23,29,25,22,25,26,22,26,26,26,23,25
"888",25,23,33,34,25,19,29,19,29,24,24,27,23,17,21,22,24,24,18,24,27,22,20,29,23,26,25,26,22,27,27,25,25,25,22
"889",22,20,18,27,23,27,35,25,27,22,31,22,30,21,28,30,24,26,23,23,24,25,25,18,26,23,25,23,25,24,22,26,22,27,24
"890",22,17,20,20,26,21,23,23,26,25,26,23,29,20,25,25,23,26,18,24,26,25,24,23,22,26,25,28,29,22,24,23,26,24,25
"891",32,31,25,28,23,26,29,20,27,27,26,24,22,24,18,25,26,31,26,20,22,23,24,26,22,25,25,27,27,23,26,24,26,25,26
"892",24,26,29,19,25,24,19,27,27,19,26,24,21,22,23,25,20,23,24,20,23,27,26,32,21,26,22,29,22,26,24,24,26,25,25
"893",29,30,28,24,23,34,29,32,30,20,27,26,24,30,25,27,28,27,25,21,24,19,25,21,23,23,22,26,23,23,28,27,24,25,27
"894",28,18,22,28,21,23,31,27,23,27,26,21,21,25,22,24,25,28,31,29,26,21,26,27,26,23,24,21,29,24,24,25,23,27,26
"895",26,24,21,27,26,25,23,19,21,28,26,23,21,23,20,26,23,29,22,24,24,27,26,23,22,24,24,26,26,27,22,25,24,24,23
"896",26,30,23,22,20,20,24,25,29,19,25,28,31,28,25,27,25,27,20,26,27,26,28,24,27,24,26,25,26,25,25,24,28,26,24
"897",30,22,27,29,26,27,21,26,29,27,24,31,34,24,30,25,25,23,25,28,23,24,18,22,25,24,27,23,21,23,26,24,27,27,22
"898",30,25,28,28,21,29,25,26,21,28,22,27,22,26,20,20,25,21,23,29,26,22,29,31,25,21,28,28,25,23,27,24,28,24,24
"899",29,25,33,22,27,22,23,26,26,23,25,31,23,25,19,24,21,26,27,24,24,22,20,25,23,27,22,23,20,21,24,24,27,26,25
"900",23,26,23,26,28,24,24,25,24,22,20,19,26,22,31,26,24,22,24,19,24,30,24,23,25,28,23,21,28,26,28,23,25,23,26
"901",26,24,15,26,21,31,26,27,23,22,22,22,29,25,21,22,26,26,26,22,21,28,26,24,26,27,24,27,25,25,28,26,26,24,23
"902",22,20,27,19,30,16,28,23,23,26,25,18,23,30,23,22,22,25,22,21,23,23,27,26,23,25,25,24,26,29,24,23,22,24,23
"903",27,21,23,20,27,26,29,22,18,20,25,22,32,23,24,25,25,26,30,30,22,24,24,23,23,24,19,30,26,26,23,28,22,24,26
"904",21,22,26,25,27,23,27,29,25,20,26,23,23,23,25,23,26,25,23,27,30,20,23,23,25,24,23,26,24,22,24,24,23,23,26
"905",19,22,21,24,28,28,22,29,26,24,23,26,27,25,20,22,23,21,24,24,23,22,20,25,22,28,27,23,27,25,29,23,26,24,25
"906",19,25,23,26,24,26,25,26,32,27,21,29,25,23,23,25,21,32,21,19,25,21,23,28,21,22,28,24,28,26,21,28,25,25,25
"907",24,30,28,29,28,23,25,28,23,26,25,28,26,24,31,23,27,27,22,24,22,26,25,22,24,21,23,28,23,24,27,23,24,28,27
"908",23,18,22,38,23,20,27,25,21,21,21,26,26,22,22,27,24,20,23,28,24,25,25,25,26,26,20,24,24,23,25,25,29,25,26
"909",18,25,15,27,30,31,25,25,24,26,24,22,22,31,22,29,24,25,24,30,27,25,27,26,27,25,23,25,25,22,26,26,24,24,25
"910",27,20,25,23,27,28,35,27,26,21,28,23,23,29,29,28,23,27,27,25,21,29,30,19,24,28,24,26,26,25,22,26,26,25,24
"911",34,23,24,18,23,24,22,22,31,28,21,22,22,23,29,24,24,32,22,30,23,27,26,21,25,28,24,25,22,24,26,24,26,25,25
"912",31,27,30,20,30,24,20,22,26,28,20,22,23,33,24,22,25,20,26,21,22,24,23,24,22,23,25,21,26,25,23,22,23,26,25
"913",23,27,19,15,19,30,21,26,31,31,28,28,23,21,27,26,22,27,20,23,24,21,26,25,29,27,23,25,26,25,25,22,22,24,24
"914",24,18,30,20,25,23,27,31,18,18,21,34,20,27,25,25,28,28,24,23,19,25,24,24,26,24,31,26,23,25,24,23,25,24,25
"915",18,25,22,29,28,31,25,22,32,24,27,18,24,24,20,28,22,29,30,28,23,22,22,23,22,23,28,24,24,25,26,25,25,23,25
"916",31,25,30,36,37,27,26,20,15,17,33,20,28,27,22,25,24,19,16,24,23,27,28,29,23,21,23,24,24,27,26,29,23,23,26
"917",20,26,27,21,23,24,29,24,20,22,28,25,28,25,25,23,20,28,25,29,23,27,24,26,25,25,24,23,24,22,23,25,28,22,27
"918",21,19,25,32,29,25,26,26,18,31,21,25,28,31,24,28,24,25,21,28,27,29,22,27,26,22,30,28,25,24,25,24,26,25,23
"919",37,23,24,25,22,24,28,23,21,23,20,21,28,22,26,25,27,20,22,24,24,24,25,21,21,28,25,25,28,25,22,23,24,23,23
"920",22,21,25,32,20,22,22,21,30,27,25,25,31,25,22,28,25,30,23,30,25,21,25,23,29,25,21,27,24,27,24,27,26,25,24
"921",26,22,17,23,22,23,23,20,26,21,24,24,22,26,19,26,20,24,29,24,27,26,24,24,26,27,25,23,20,25,22,23,27,27,23
"922",18,27,31,24,24,26,27,22,26,23,26,25,23,29,22,22,28,25,20,20,28,24,29,23,24,25,26,25,23,26,24,24,26,24,25
"923",27,21,22,21,30,26,26,25,31,27,22,26,28,30,26,25,21,30,30,26,23,24,29,25,25,28,27,25,24,24,26,24,23,21,24
"924",22,27,26,25,20,19,21,27,28,22,25,23,25,30,31,26,28,24,27,22,25,28,27,27,20,22,28,23,25,24,26,23,24,24,26
"925",20,21,17,19,26,22,23,27,22,25,25,25,30,24,29,24,23,27,25,27,22,25,25,25,23,23,24,23,23,23,26,27,25,26,25
"926",20,26,23,32,21,31,24,28,25,25,24,18,19,30,24,22,21,27,27,28,22,26,22,27,24,26,20,22,25,27,27,24,25,26,26
"927",25,20,27,19,21,25,24,26,26,25,28,21,20,22,24,22,19,27,24,29,27,24,24,24,26,25,24,26,23,27,28,26,25,24,27
"928",34,25,25,28,27,23,17,32,22,25,23,22,22,35,33,23,25,26,22,25,23,24,27,26,25,28,23,28,26,26,23,24,27,25,23
"929",22,27,24,27,21,24,23,18,20,19,22,27,18,29,20,23,25,35,28,22,24,23,24,21,24,25,25,24,25,27,24,23,28,24,25
"930",27,26,27,21,24,24,20,25,21,25,31,19,19,23,23,22,25,24,19,20,26,25,19,21,24,28,23,20,24,26,24,27,25,24,24
"931",31,26,30,28,24,29,21,27,21,19,20,26,27,30,23,20,24,23,29,28,25,28,22,29,24,25,30,32,23,28,27,25,23,25,25
"932",22,25,16,23,26,31,26,28,22,22,21,15,22,21,24,27,23,25,21,22,26,24,24,30,23,24,26,26,27,28,24,26,25,25,26
"933",22,25,29,30,26,29,22,25,25,26,23,22,22,15,24,25,25,27,24,18,24,27,26,27,25,26,26,23,24,24,23,22,25,26,27
"934",31,16,30,30,27,24,34,24,27,23,21,20,25,22,28,24,23,23,29,30,27,25,24,22,24,28,24,24,25,28,25,23,25,23,25
"935",25,23,23,27,25,26,31,24,33,22,28,34,26,20,25,28,25,22,29,24,23,23,29,24,25,21,18,22,22,24,25,25,24,25,24
"936",24,20,24,22,24,28,30,27,31,21,27,27,23,24,23,25,24,21,25,24,23,20,28,24,24,22,28,23,24,29,27,23,27,26,27
"937",24,23,28,20,22,22,28,26,31,27,31,21,31,23,29,28,31,24,28,29,26,23,22,25,21,23,27,29,22,22,25,24,25,24,24
"938",35,23,26,31,20,30,27,30,33,27,25,24,21,22,24,28,27,28,23,26,20,23,23,23,27,23,25,25,20,28,26,27,23,27,24
"939",17,30,26,18,33,21,23,29,19,28,31,29,27,26,29,20,20,24,22,26,21,21,24,28,21,25,25,24,31,25,27,25,27,25,27
"940",18,25,28,25,32,25,23,26,25,25,28,26,30,29,22,27,25,28,27,24,27,31,25,23,20,24,21,27,26,20,25,21,24,26,22
"941",26,24,17,24,24,21,25,33,25,26,22,27,33,28,25,27,26,19,21,26,25,21,23,22,26,32,22,25,24,24,22,24,25,26,24
"942",15,28,26,24,33,24,24,15,30,37,31,23,25,19,25,21,28,26,23,24,27,23,26,24,29,24,26,25,25,25,21,26,24,27,24
"943",26,26,22,24,28,23,19,31,21,20,26,27,34,31,27,26,24,31,26,21,25,24,21,23,21,25,26,25,25,24,25,23,25,23,23
"944",21,24,25,20,25,27,27,22,20,23,24,27,25,19,28,28,23,23,25,24,25,22,22,24,26,27,26,25,22,22,24,23,23,24,25
"945",24,28,28,20,25,22,31,26,25,28,23,18,25,25,17,26,20,23,25,27,25,27,31,20,24,23,24,20,24,21,24,26,23,25,24
"946",26,22,22,26,26,24,30,23,22,26,21,28,25,25,22,26,22,28,23,31,23,25,27,30,26,24,24,27,20,26,23,23,24,26,23
"947",25,27,23,20,28,31,24,19,30,22,22,23,20,24,24,34,27,24,28,26,25,27,26,20,28,26,23,24,29,25,23,24,26,25,27
"948",26,23,22,40,21,30,25,26,26,29,24,25,26,22,21,32,25,25,22,26,19,22,25,26,25,24,24,22,24,24,22,25,24,23,25
